,activity_id,team_id,type,date,team_name,home_away,rotated_session,data_saved,stats_saved
206,6446,165,official,20200101,anonymous,H,2,1,1
207,6437,87,official,20200101,anonymous,A,2,1,1
208,6406,11,official,20200101,anonymous,H,1,1,1
209,6459,92,official,20200101,anonymous,A,2,1,1
210,6409,43,official,20200101,anonymous,A,1,1,1
211,6423,40,official,20200101,anonymous,H,1,1,1
212,6759,123,official,20200101,anonymous,H,1,1,1
213,6535,175,official,20200101,anonymous,A,2,1,1
214,6487,152,official,20200101,anonymous,H,1,1,1
215,6433,127,official,20200101,anonymous,A,2,1,1
216,6702,92,official,20200101,anonymous,H,1,1,1
217,6763,123,official,20200101,anonymous,H,1,1,1
218,6671,87,official,20200101,anonymous,H,2,1,1
219,6638,11,official,20200101,anonymous,A,2,1,1
220,6652,9,official,20200101,anonymous,A,1,1,1
221,6632,127,official,20200101,anonymous,H,2,1,1
222,6701,165,official,20200101,anonymous,A,2,1,1
223,6662,40,official,20200101,anonymous,A,1,1,1
224,6736,152,official,20200101,anonymous,H,1,1,1
225,6747,136,official,20200101,anonymous,A,1,1,1
226,6735,175,official,20200101,anonymous,A,2,1,1
227,6687,43,official,20200101,anonymous,H,1,1,1
228,6841,9,official,20200101,anonymous,H,1,1,1
229,6904,123,official,20200101,anonymous,A,2,1,1
230,6859,136,official,20200101,anonymous,H,1,1,1
231,6871,92,official,20200101,anonymous,H,1,1,1
232,6858,43,official,20200101,anonymous,A,2,1,1
233,6889,152,official,20200101,anonymous,H,1,1,1
234,6892,165,official,20200101,anonymous,A,1,1,1
235,6861,11,official,20200101,anonymous,A,2,1,1
236,6872,69,official,20200101,anonymous,A,2,1,1
237,6866,40,official,20200101,anonymous,H,1,1,1
238,6965,175,official,20200101,anonymous,H,1,1,1
239,6888,93,official,20200101,anonymous,A,1,1,1
240,6886,127,official,20200101,anonymous,A,2,1,1
241,7136,165,official,20200101,anonymous,H,2,1,1
242,7125,93,official,20200101,anonymous,A,1,1,1
243,7036,40,official,20200101,anonymous,H,1,1,1
244,7063,152,official,20200101,anonymous,H,2,1,1
245,7583,123,official,20200101,anonymous,H,1,1,1
246,7098,136,official,20200101,anonymous,A,2,1,1
247,7045,175,official,20200101,anonymous,H,1,1,1
248,7046,11,official,20200101,anonymous,H,1,1,1
249,7065,9,official,20200101,anonymous,A,2,1,1
250,7150,69,official,20200101,anonymous,H,2,1,1
251,7048,92,official,20200101,anonymous,A,2,1,1
252,7059,43,official,20200101,anonymous,A,1,1,1
253,7044,127,official,20200101,anonymous,H,2,1,1
254,7419,87,official,20200101,anonymous,H,2,1,1
255,7406,93,official,20200101,anonymous,H,2,1,1
256,7392,9,official,20200101,anonymous,H,1,1,1
257,7422,92,official,20200101,anonymous,H,1,1,1
258,7393,43,official,20200101,anonymous,H,1,1,1
259,7412,40,official,20200101,anonymous,A,1,1,1
260,7398,152,official,20200101,anonymous,A,1,1,1
261,7587,123,official,20200101,anonymous,H,1,1,1
262,7426,165,official,20200101,anonymous,A,2,1,1
263,7414,136,official,20200101,anonymous,H,1,1,1
264,7420,175,official,20200101,anonymous,A,1,1,1
265,7402,11,official,20200101,anonymous,H,1,1,1
266,7403,69,official,20200101,anonymous,H,2,1,1
267,7400,127,official,20200101,anonymous,A,2,1,1
268,7494,93,official,20200101,anonymous,H,2,1,1
269,7527,43,official,20200101,anonymous,A,1,1,1
270,7529,152,official,20200101,anonymous,H,2,1,1
271,7588,123,official,20200101,anonymous,A,2,1,1
272,7533,165,official,20200101,anonymous,H,2,1,1
273,7540,136,official,20200101,anonymous,A,1,1,1
274,7521,175,official,20200101,anonymous,H,1,1,1
275,7523,127,official,20200101,anonymous,A,1,1,1
276,7640,93,official,20200101,anonymous,A,1,1,1
277,7638,11,official,20200101,anonymous,A,2,1,1
278,7669,40,official,20200101,anonymous,H,1,1,1
279,7636,127,official,20200101,anonymous,H,2,1,1
280,7704,123,official,20200101,anonymous,H,1,1,1
281,7742,165,official,20200101,anonymous,H,2,1,1
282,7724,136,official,20200101,anonymous,A,2,1,1
283,7657,87,official,20200101,anonymous,A,1,1,1
284,7649,69,official,20200101,anonymous,H,2,1,1
285,7688,152,official,20200101,anonymous,A,1,1,1
286,7684,175,official,20200101,anonymous,H,1,1,1
287,7713,43,official,20200101,anonymous,A,2,1,1
288,7738,40,official,20200101,anonymous,H,1,1,1
289,7776,87,official,20200101,anonymous,A,2,1,1
290,7753,11,official,20200101,anonymous,H,1,1,1
291,7825,9,official,20200101,anonymous,A,2,1,1
292,7824,69,official,20200101,anonymous,A,1,1,1
293,7780,8,official,20200101,anonymous,A,2,1,1
294,8021,123,official,20200101,anonymous,A,1,1,1
295,7885,175,official,20200101,anonymous,A,1,1,1
296,7960,87,official,20200101,anonymous,H,2,1,1
297,7882,93,official,20200101,anonymous,H,2,1,1
298,7896,92,official,20200101,anonymous,H,1,1,1
299,7884,152,official,20200101,anonymous,A,1,1,1
300,7904,127,official,20200101,anonymous,H,2,1,1
301,7918,8,official,20200101,anonymous,H,1,1,1
302,7931,165,official,20200101,anonymous,A,2,1,1
303,7926,136,official,20200101,anonymous,H,1,1,1
304,7892,11,official,20200101,anonymous,A,1,1,1
305,7897,9,official,20200101,anonymous,H,1,1,1
306,7898,69,official,20200101,anonymous,A,2,1,1
307,7900,43,official,20200101,anonymous,H,1,1,1
308,7941,40,official,20200101,anonymous,A,2,1,1
309,8022,123,official,20200101,anonymous,A,1,1,1
310,8018,175,official,20200101,anonymous,A,1,1,1
311,7986,152,official,20200101,anonymous,H,2,1,1
312,8013,165,official,20200101,anonymous,H,2,1,1
313,8016,136,official,20200101,anonymous,H,1,1,1
314,8011,93,official,20200101,anonymous,A,2,1,1
315,8008,43,official,20200101,anonymous,H,1,1,1
316,8205,127,official,20200101,anonymous,A,2,1,1
317,8034,9,official,20200101,anonymous,H,1,1,1
318,8041,92,official,20200101,anonymous,A,2,1,1
319,8105,165,official,20200101,anonymous,H,2,1,1
320,8162,136,official,20200101,anonymous,A,1,1,1
321,8081,93,official,20200101,anonymous,H,2,1,1
322,8084,43,official,20200101,anonymous,A,1,1,1
323,8142,152,official,20200101,anonymous,A,2,1,1
324,8206,127,official,20200101,anonymous,A,1,1,1
325,8089,175,official,20200101,anonymous,H,1,1,1
326,8141,11,official,20200101,anonymous,A,2,1,1
327,8108,9,official,20200101,anonymous,A,2,1,1
328,8087,69,official,20200101,anonymous,H,2,1,1
329,8088,92,official,20200101,anonymous,A,1,1,1
330,8113,40,official,20200101,anonymous,H,1,1,1
331,8106,8,official,20200101,anonymous,A,2,1,1
332,8599,165,official,20200101,anonymous,A,1,1,1
333,8546,175,official,20200101,anonymous,H,1,1,1
334,8610,93,official,20200101,anonymous,A,2,1,1
335,8557,9,official,20200101,anonymous,A,2,1,1
336,8641,69,official,20200101,anonymous,A,2,1,1
337,8576,43,official,20200101,anonymous,H,1,1,1
338,8568,153,official,20200101,anonymous,H,1,1,1
339,8574,87,official,20200101,anonymous,H,2,1,1
340,8562,11,official,20200101,anonymous,A,2,1,1
341,8617,92,official,20200101,anonymous,H,1,1,1
342,8616,40,official,20200101,anonymous,A,2,1,1
343,8624,152,official,20200101,anonymous,A,1,1,1
344,8565,127,official,20200101,anonymous,H,2,1,1
345,8570,8,official,20200101,anonymous,A,1,1,1
346,8791,165,official,20200101,anonymous,H,2,1,1
347,8814,93,official,20200101,anonymous,A,1,1,1
348,8805,11,official,20200101,anonymous,A,2,1,1
349,8826,92,official,20200101,anonymous,H,1,1,1
350,8792,40,official,20200101,anonymous,H,1,1,1
351,8834,152,official,20200101,anonymous,H,2,1,1
352,8818,8,official,20200101,anonymous,H,1,1,1
353,8829,175,official,20200101,anonymous,A,2,1,1
354,8809,9,official,20200101,anonymous,H,1,1,1
355,8810,69,official,20200101,anonymous,H,2,1,1
356,8813,43,official,20200101,anonymous,A,1,1,1
357,8846,153,official,20200101,anonymous,A,1,1,1
358,8966,165,official,20200101,anonymous,A,1,1,1
359,8937,93,official,20200101,anonymous,H,2,1,1
360,8933,9,official,20200101,anonymous,H,1,1,1
361,8984,69,official,20200101,anonymous,H,2,1,1
362,8929,153,official,20200101,anonymous,A,2,1,1
363,8960,152,official,20200101,anonymous,A,2,1,1
364,8962,175,official,20200101,anonymous,A,1,1,1
365,8965,87,official,20200101,anonymous,H,2,1,1
366,8935,11,official,20200101,anonymous,H,1,1,1
367,9009,92,official,20200101,anonymous,A,1,1,1
368,8970,43,official,20200101,anonymous,A,1,1,1
369,8983,40,official,20200101,anonymous,H,1,1,1
370,8944,8,official,20200101,anonymous,A,2,1,1
371,9078,165,official,20200101,anonymous,H,2,1,1
372,9040,93,official,20200101,anonymous,H,2,1,1
373,9064,152,official,20200101,anonymous,H,2,1,1
374,9281,165,official,20200101,anonymous,H,2,1,1
375,9270,11,official,20200101,anonymous,H,1,1,1
376,9279,92,official,20200101,anonymous,A,2,1,1
377,9285,40,official,20200101,anonymous,A,2,1,1
378,9276,9,official,20200101,anonymous,A,2,1,1
379,9272,69,official,20200101,anonymous,H,2,1,1
380,9341,69,official,20200101,anonymous,H,2,1,1
381,9400,11,official,20200101,anonymous,A,1,1,1
382,9342,40,official,20200101,anonymous,A,2,1,1
383,12888,92,official,20200101,anonymous,H,1,1,1
384,12881,93,official,20200101,anonymous,A,1,1,1
385,12868,86,official,20200101,anonymous,A,1,1,1
386,12871,174,official,20200101,anonymous,H,2,1,1
387,12866,69,official,20200101,anonymous,H,2,1,1
388,12870,91,official,20200101,anonymous,H,1,1,1
389,12910,153,official,20200101,anonymous,A,1,1,1
390,12943,127,official,20200101,anonymous,H,2,1,1
391,12864,8,official,20200101,anonymous,H,2,1,1
392,12895,123,official,20200101,anonymous,A,1,1,1
393,12890,165,official,20200101,anonymous,H,2,1,1
394,12911,136,official,20200101,anonymous,A,2,1,1
395,12887,175,official,20200101,anonymous,H,1,1,1
396,12892,11,official,20200101,anonymous,H,2,1,1
397,13044,123,official,20200101,anonymous,H,1,1,1
398,13050,165,official,20200101,anonymous,A,2,1,1
399,13098,136,official,20200101,anonymous,H,1,1,1
400,13043,86,official,20200101,anonymous,H,1,1,1
401,13081,91,official,20200101,anonymous,A,2,1,1
402,13089,92,official,20200101,anonymous,A,1,1,1
403,13055,127,official,20200101,anonymous,A,2,1,1
404,13073,175,official,20200101,anonymous,A,2,1,1
405,13077,93,official,20200101,anonymous,H,1,1,1
406,13095,11,official,20200101,anonymous,H,2,1,1
407,13100,174,official,20200101,anonymous,A,1,1,1
408,13076,69,official,20200101,anonymous,A,2,1,1
409,13075,153,official,20200101,anonymous,H,1,1,1
410,13078,8,official,20200101,anonymous,A,2,1,1
411,13207,11,official,20200101,anonymous,A,2,1,1
412,13215,123,official,20200101,anonymous,H,1,1,1
413,13214,136,official,20200101,anonymous,A,2,1,1
414,13278,93,official,20200101,anonymous,A,2,1,1
415,13216,86,official,20200101,anonymous,H,1,1,1
416,13213,174,official,20200101,anonymous,A,2,1,1
417,13212,69,official,20200101,anonymous,A,2,1,1
418,13224,91,official,20200101,anonymous,H,1,1,1
419,13229,153,official,20200101,anonymous,A,2,1,1
420,13225,165,official,20200101,anonymous,H,2,1,1
421,13226,175,official,20200101,anonymous,H,1,1,1
422,13253,92,official,20200101,anonymous,H,1,1,1
423,13231,127,official,20200101,anonymous,A,2,1,1
424,13227,8,official,20200101,anonymous,H,1,1,1
425,13312,123,official,20200101,anonymous,A,2,1,1
426,13313,136,official,20200101,anonymous,H,1,1,1
427,13319,93,official,20200101,anonymous,H,1,1,1
428,13352,91,official,20200101,anonymous,A,2,1,1
429,13343,165,official,20200101,anonymous,A,2,1,1
430,13339,175,official,20200101,anonymous,A,2,1,1
431,13349,127,official,20200101,anonymous,H,2,1,1
432,13448,86,official,20200101,anonymous,A,1,1,1
433,13475,165,official,20200101,anonymous,A,2,1,1
434,13484,93,official,20200101,anonymous,A,2,1,1
